Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count,Geometry Point
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",KINDRED FOOD + DRINK,"101, 10344 - 102 STREET NW",293460397-002,Issued,"Jun 19, 2023","Aug 01, 2025",Downtown,1090,Downtown,O-day'min,53.545358,-113.497010,"(53.545358031048, -113.49700960020199)",1,POINT (-113.49700960020199 53.545358031048)
"Retail Sales (Minor), Tobacco and Vaping Product Sales",CENTURY FOODS,2515 - 111 STREET NW,117563246-001,Issued,"Nov 07, 2023","Nov 27, 2024",,5180,Ermineskin,Ipiihkoohkanipiaohtsi,53.457050,-113.515581,"(53.45705003846506, -113.51558112556785)",1,POINT (-113.51558112556785 53.45705003846506)
"Construction, Contracting, and Labour Service",ASIAN GARDENERS,,076372163-002,Issued,"Jun 24, 2024","Jul 15, 2025",,,,,,,,1,
Personal Service,PAGE THE CLEANER,15338 - 111 AVENUE NW,175493165-002,Issued,"Oct 18, 2023","Nov 30, 2024",,4210,High Park Industrial,Anirniq,53.559893,-113.585714,"(53.559893040753614, -113.58571357545944)",1,POINT (-113.58571357545944 53.559893040753614)
Residential Rental Accommodation (Long-Term),KRUGER CLIFF,8522 - 83 AVENUE NW,055272893-001,Issued,"Feb 22, 2024","Apr 04, 2026",,6040,Bonnie Doon,Métis,53.519330,-113.459543,"(53.5193300281276, -113.4595426173209)",1,POINT (-113.4595426173209 53.5193300281276)
"Wholesale, Warehouse, and Storage",ROMANCA,10330 - 63 AVENUE NW,150880368-001,Issued,"Feb 22, 2024","Mar 04, 2026",,5151,Strathcona Junction,papastew,53.500178,-113.495430,"(53.50017803352316, -113.49543011568255)",1,POINT (-113.49543011568255 53.50017803352316)
"Construction, Contracting, and Labour Service",A CIRCUIT ELECTRIC,16321 - 130 AVENUE NW,007253687-002,Issued,"Feb 07, 2024","Mar 07, 2026",,4320,Mistatim Industrial,Anirniq,53.587766,-113.604564,"(53.5877660413699, -113.60456406186688)",1,POINT (-113.60456406186688 53.5877660413699)
"Industrial Equipment Sales, Rental, and Repair",T3 PUMP TECHNOLOGY INC.,9425 - 47 STREET NW,070411595-001,Issued,"Jul 17, 2023","Aug 26, 2025",,6180,Eastgate Business Park,Métis,53.532911,-113.407208,"(53.53291102110623, -113.40720762452149)",1,POINT (-113.40720762452149 53.53291102110623)
"Vehicle Repair, Maintenance, and Modification",CAR CARE AUTOMOTIVE SUPPLY,11754 - 170 STREET NW,007419857-002,Renewal Notice,"Oct 05, 2023","Sep 01, 2024",Northwest Industrial,4030,Armstrong Industrial,Nakota Isga,53.569262,-113.617700,"(53.569262044016526, -113.6176995651565)",1,POINT (-113.6176995651565 53.569262044016526)
Retail Sales (Minor),CLOUD NINE PAJAMAS,12511 - 102 AVENUE NW,100974987-001,Issued,"Apr 12, 2023","May 08, 2025",124 Street and Area,3440,Westmount,O-day'min,53.542568,-113.538162,"(53.542568036108456, -113.53816209191828)",1,POINT (-113.53816209191828 53.542568036108456)
Residential Rental Accommodation (Long-Term),KING EDWARD APARTMENTS,7108 - 79 AVENUE NW,102740981-001,Issued,"Aug 23, 2024","Sep 25, 2025",,6360,King Edward Park,Métis,53.515415,-113.437443,"(53.51541502573303, -113.43744312358778)",1,POINT (-113.43744312358778 53.51541502573303)
Administration Office / Professional Service,SITU STRATEGY INC,,284614136-002,Issued,"Jun 14, 2023","Jul 12, 2025",,,,,,,,1,
Food Truck / Food Cart,JOHN'S CATERING,,089782028-001,Issued,"Dec 01, 2023","Dec 10, 2024",,,,,,,,1,
"Amusement Establishment, Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited), Tobacco and Vaping Product Sales",THE CANADIAN BREWHOUSE,12711 - 97 STREET NW,065234681-001,Issued,"Aug 21, 2023","Aug 19, 2025",,2420,Killarney,tastawiyiniwak,53.585390,-113.491146,"(53.58539002799697, -113.49114608807395)",1,POINT (-113.49114608807395 53.58539002799697)
Retail Sales (Minor),THE HOUSE OF FRAMES LTD,11603 - 160 STREET NW,007431706-001,Issued,"Dec 07, 2023","Dec 31, 2024",,4010,Alberta Park Industrial,Nakota Isga,53.566805,-113.596644,"(53.5668050416512, -113.5966440706912)",1,POINT (-113.5966440706912 53.5668050416512)
Residential Rental Accommodation (Long-Term),EMILY MANOR,12208 - 82 STREET NW,165625201-001,Issued,"Jan 08, 2024","Jan 13, 2025",,1100,Eastwood,Métis,53.576903,-113.467836,"(53.576903025721016, -113.4678360961568)",1,POINT (-113.4678360961568 53.576903025721016)
Residential Rental Accommodation (Long-Term),GREENTREE VILLAGE,17720 - 81 AVENUE NW,007265810-002,Issued,"Nov 21, 2023","Dec 31, 2024",,4560,Thorncliff,sipiwiyiniwak,53.516045,-113.628774,"(53.51604504844996, -113.6287740805486)",1,POINT (-113.6287740805486 53.51604504844996)
"Vehicle Repair, Maintenance, and Modification",HEAVY HAULER SERVICE & REPAIR LTD,7320 - 67 STREET NW,143306315-001,Issued,"Nov 29, 2023","Nov 18, 2024",,6160,Davies Industrial East,Métis,53.509997,-113.431328,"(53.50999702532703, -113.43132762677146)",1,POINT (-113.43132762677146 53.50999702532703)
"Vehicle Repair, Maintenance, and Modification",AUTOYA PARTS,6280 - 92 STREET NW,007372836-001,Issued,"Feb 29, 2024","Mar 08, 2025",,6650,Rosedale Industrial,papastew,53.499296,-113.470001,"(53.49929603055376, -113.47000062167518)",1,POINT (-113.47000062167518 53.49929603055376)
Financial Service,IDC WORLDSOURCE INSURANCE NETWORK INC.,10088 - 102 AVENUE NW,297834579-002,Issued,"Nov 08, 2023","Nov 15, 2024",Downtown,1090,Downtown,O-day'min,53.543756,-113.492766,"(53.54375603063752, -113.49276610169038)",1,POINT (-113.49276610169038 53.54375603063752)
"Construction, Contracting, and Labour Service",PAY-LESS PAINTING LTD,,048657343-002,Issued,"Jul 26, 2024","Jul 26, 2025",,,,,,,,1,
Delivery and Logistic Service,MURRAY'S TRUCKING,6211 - 76 AVENUE NW,045298300-001,Issued,"Nov 20, 2023","Dec 31, 2024",,6160,Davies Industrial East,Métis,53.511266,-113.427210,"(53.51126602476289, -113.42721012727122)",1,POINT (-113.42721012727122 53.51126602476289)
Commercial School,ALL NATIONS CENTRE,10704 - 107 AVENUE NW,097979548-001,Issued,"Jan 25, 2024","Jan 27, 2025",North Edge,1030,Central McDougall,O-day'min,53.551586,-113.505281,"(53.55158603166563, -113.50528059625908)",1,POINT (-113.50528059625908 53.55158603166563)
Administration Office / Professional Service,ONE PUNCH CONSULTING,,510025012-001,Issued,"Aug 06, 2024","Aug 05, 2025",,,,,,,,1,
"Vehicle Repair, Maintenance, and Modification",CALIBER AUTOMOTIVE LTD,16625 - 111 AVENUE NW,043656668-001,Issued,"Jan 08, 2024","Jan 05, 2025",,4600,West Sheffield Industrial,Nakota Isga,53.559002,-113.606378,"(53.55900204326735, -113.60637757113727)",1,POINT (-113.60637757113727 53.55900204326735)
Residential Rental Accommodation (Long-Term),HUNG YING BUILDING,9620 - 102 AVENUE NW,007247030-001,Issued,"Dec 08, 2023","Jan 12, 2025",Downtown,1020,Boyle Street,O-day'min,53.544710,-113.483847,"(53.54471002952046, -113.48384710337011)",1,POINT (-113.48384710337011 53.54471002952046)
Health Enhancement Centre (Accredited),REP PHYSIO,"104, 1103 - 95 STREET SW",218645335-005,Issued,"May 10, 2024","Jun 13, 2026",,6214,Ellerslie Industrial,Karhiio,53.420312,-113.479581,"(53.42031203636992, -113.47958114585138)",1,POINT (-113.47958114585138 53.42031203636992)
"Construction, Contracting, and Labour Service",RECO INTERIORS LTD,10836 - 153 STREET NW,007264070-001,Issued,"Dec 25, 2023","Dec 31, 2024",,4200,High Park,Nakota Isga,53.553719,-113.585619,"(53.55371904110401, -113.58561907755461)",1,POINT (-113.58561907755461 53.55371904110401)
Personal Service,POLISHED TO THE T,,169004674-002,Issued,"Nov 28, 2023","Nov 28, 2024",,,,,,,,1,
"Construction, Contracting, and Labour Service",ON THE SPOT JANITORIAL & CARPET CLEANING,,188152284-001,Issued,"Apr 08, 2024","Apr 08, 2026",,,,,,,,1,
Delivery and Logistic Service,MC DISPATCH,18049 - 107 AVENUE NW,300012558-002,Issued,"Dec 15, 2022","Jan 28, 2025",,4640,Wilson Industrial,Nakota Isga,53.552693,-113.631758,"(53.55269304666016, -113.6317575675845)",1,POINT (-113.6317575675845 53.55269304666016)
Personal Service,EASY COIN LAUNDRY,10992 - 124 STREET NW,084153149-001,Issued,"Mar 23, 2024","Apr 01, 2025",124 Street and Area,3440,Westmount,O-day'min,53.556995,-113.536353,"(53.55699503504591, -113.53635308748183)",1,POINT (-113.53635308748183 53.55699503504591)
Residential Rental Accommodation (Long-Term),TAMARACK WEST,1603 - MILL WOODS ROAD EAST NW,007269141-002,Issued,"Nov 21, 2023","Dec 31, 2024",,6150,Daly Grove,Sspomitapi,53.445269,-113.401223,"(53.445269025594655, -113.40122265510999)",1,POINT (-113.40122265510999 53.445269025594655)
Administration Office / Professional Service,BALANCE MEDIA LIMITED,"203, 8708 - 48 AVENUE NW",118082444-001,Issued,"Nov 02, 2023","Dec 11, 2024",,6430,McIntyre Industrial,Karhiio,53.485445,-113.458368,"(53.48544502999135, -113.45836812890846)",1,POINT (-113.45836812890846 53.48544502999135)
Retail Sales (Minor),ROGERS #5669,5222 - WINDERMERE BOULEVARD NW,220898188-002,Issued,"Aug 01, 2024","Aug 24, 2025",,5505,Ambleside,pihêsiwin,53.435936,-113.603318,"(53.4359360501326, -113.60331761299915)",1,POINT (-113.60331761299915 53.4359360501326)
"Construction, Contracting, and Labour Service",A & G CONTRUCTION,,080292515-005,Issued,"Jan 14, 2024","Jan 07, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",XAVION INTERIOR FINISHING CORP.,,099327078-002,Issued,"Jul 09, 2024","Jul 31, 2025",,,,,,,,1,
Residential Rental Accommodation (Long-Term),CATHEDRAL CLOSE APARTMENTS,10035 - 103 STREET NW,081007607-001,Issued,"Apr 25, 2024","May 28, 2025",Downtown,1090,Downtown,O-day'min,53.539877,-113.496875,"(53.53987703135457, -113.4968746020699)",1,POINT (-113.4968746020699 53.53987703135457)
Residential Rental Accommodation (Long-Term),WESTCREEK PROPERTIES INC,9909 - SASKATCHEWAN DRIVE NW,176255591-003,Renewal Notice,"Sep 29, 2023","Sep 11, 2024",,5480,Strathcona,papastew,53.526917,-113.486655,"(53.52691703090277, -113.4866551087026)",1,POINT (-113.4866551087026 53.52691703090277)
"Construction, Contracting, and Labour Service",CLEAN & CLEAR WINDOWS,,185334875-002,Issued,"Feb 08, 2024","Feb 25, 2025",,,,,,,,1,
Manufacturer,TECHNICANIC LTD,7410 - 52 STREET NW,134861704-001,Issued,"Feb 22, 2024","Mar 19, 2025",,6160,Davies Industrial East,Métis,53.510294,-113.421405,"(53.51029402413092, -113.42140512889894)",1,POINT (-113.42140512889894 53.51029402413092)
Light Duty Repair Service,ACCURATE APPLIANCE,,052201331-001,Issued,"Mar 07, 2024","Jan 11, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",ALBERTA BOILER INC.,Non Resident Business,516771864-001,Issued,"Jun 25, 2024","Jun 24, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",ALBERTA ELECTRIC,,296977266-002,Issued,"Oct 30, 2023","Dec 02, 2024",,,,,,,,1,
"Construction, Contracting, and Labour Service",BILODEAU JEAN P,10240 - 155 STREET NW,007263289-001,Issued,"Dec 04, 2023","Dec 31, 2024",,4090,Canora,Nakota Isga,53.544422,-113.589066,"(53.54442204205922, -113.58906607990514)",1,POINT (-113.58906607990514 53.54442204205922)
"Alcohol Sales (Consumption On-Premises / Minors Allowed), Personal Service",PINK ICE SALON,5858 - 111 STREET NW,007374808-001,Issued,"Jan 31, 2024","Jan 13, 2026",,5270,Lendrum Place,papastew,53.495210,-113.517773,"(53.49521003647154, -113.51777261234008)",1,POINT (-113.51777261234008 53.49521003647154)
Administration Office / Professional Service,AKASA DESIGN,,102095455-002,Issued,"May 28, 2024","Jun 02, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",AQUA PLUMBING & HEATING LTD,12855 - 170 STREET NW,048551883-001,Issued,"Jan 05, 2024","Jan 04, 2025",,4475,Kinokamau Plains Area,Nakota Isga,53.588648,-113.613983,"(53.58864804244131, -113.61398255946307)",1,POINT (-113.61398255946307 53.58864804244131)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited), Tobacco and Vaping Product Sales",TIME OUT PUB,9605 - 66 AVENUE NW,091770903-001,Issued,"Jan 22, 2024","Dec 04, 2025",,6290,Hazeldean,papastew,53.502608,-113.476836,"(53.50260803117019, -113.47683611903628)",1,POINT (-113.47683611903628 53.50260803117019)
Administration Office / Professional Service,THE BUSINESS LINK,"500, 10150 - 100 STREET NW",238412073-002,Issued,"Dec 01, 2022","Jan 11, 2025",Downtown,1090,Downtown,O-day'min,53.542451,-113.490980,"(53.542451030501844, -113.4909796025284)",1,POINT (-113.4909796025284 53.542451030501844)
"Construction, Contracting, and Labour Service",WHITSON CONTRACTING LTD,,007338277-001,Issued,"Nov 24, 2023","Dec 31, 2024",,,,,,,,1,
"Construction, Contracting, and Labour Service",ONE HANDY GUY HOME MAINTENANCE & IMPROVEMENT,,312026141-001,Issued,"Nov 21, 2023","Dec 02, 2024",,,,,,,,1,
"Wholesale, Warehouse, and Storage",PRISM FLOW PRODUCTS INC,5320 - ROPER ROAD NW,007369599-001,Issued,"Nov 25, 2022","Dec 31, 2024",,6640,Roper Industrial,Karhiio,53.496020,-113.420249,"(53.496020024838884, -113.4202486339271)",1,POINT (-113.4202486339271 53.496020024838884)
Retail Sales (Major),THE BRICK OUTLET,13304 - ST ALBERT TRAIL NW,284189071-002,Issued,"May 15, 2024","Jun 25, 2025",,4050,Bonaventure Industrial,Anirniq,53.593328,-113.569968,"(53.593328036921186, -113.569968067737)",1,POINT (-113.569968067737 53.593328036921186)
Residential Rental Accommodation (Long-Term),COCO WEST HOLDINGS LTD,1605 - 48 STREET NW,007369132-001,Issued,"Nov 22, 2023","Jan 02, 2025",,6580,Pollard Meadows,Sspomitapi,53.445089,-113.412819,"(53.445089026980405, -113.41281915256896)",1,POINT (-113.41281915256896 53.445089026980405)
Retail Sales (Major),SLEEP COUNTRY CANADA,1657 - 102 STREET NW,072143051-001,Issued,"Jan 15, 2024","Feb 02, 2025",,6195,South Edmonton Common,Karhiio,53.445134,-113.489796,"(53.44513403610949, -113.48979613530787)",1,POINT (-113.48979613530787 53.44513403610949)
"Construction, Contracting, and Labour Service",CONCEPT POWER SYSTEMS,,129591220-001,Renewal Notice,"Aug 05, 2022","Sep 17, 2024",,,,,,,,1,
Residential Rental Accommodation (Long-Term),GROUP HOME #11,12942 - 120 STREET NW,161622923-001,Issued,"Sep 08, 2022","Oct 21, 2024",,3070,Calder,Anirniq,53.588720,-113.529306,"(53.58872003234607, -113.5293060783973)",1,POINT (-113.5293060783973 53.58872003234607)
Health Enhancement Centre (Accredited / Independent),GEORGIA JONES,,067747009-004,Issued,"Jul 09, 2024","Jul 12, 2025",,,,,,,,1,
"Exhibition Hall, Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Hotel / Motel",COURTYARD BY MARRIOTT - EDMONTON,"MNFL, 1 - THORNTON COURT NW",106791832-001,Issued,"Jan 02, 2024","Feb 09, 2025",Downtown,1090,Downtown,O-day'min,53.540534,-113.487866,"(53.54053403024435, -113.48786560386911)",1,POINT (-113.48786560386911 53.54053403024435)
Delivery and Logistic Service,C S CHAHAL TRANSPORT LIMITED,,054212006-002,Issued,"Mar 21, 2024","Mar 29, 2025",,,,,,,,1,
"Wholesale, Warehouse, and Storage",GOLDEN FLOORING ACCESSORIES PS LTD,4448 - 97 STREET NW,166202978-002,Renewal Notice,"Jul 24, 2023","Sep 02, 2024",,6560,Papaschase Industrial,Karhiio,53.482115,-113.481422,"(53.48211503292614, -113.48142162485422)",1,POINT (-113.48142162485422 53.48211503292614)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Spectator Entertainment",TOWNE CHEF,3719 - GATEWAY BOULEVARD NW,510361360-001,Issued,"Aug 02, 2024","Aug 01, 2025",,6700,Strathcona Industrial Park,Karhiio,53.472188,-113.491461,"(53.47218803470552, -113.4914611259184)",1,POINT (-113.4914611259184 53.47218803470552)
Alcohol Sales (Consumption Off-Premises),SAFEWAY LIQUOR GARNEAU #3004,8204 - 109 STREET NW,153986052-001,Issued,"Apr 22, 2024","Jun 01, 2025",Old Strathcona,5200,Garneau,papastew,53.518619,-113.513142,"(53.51861903454113, -113.51314210554646)",1,POINT (-113.51314210554646 53.51861903454113)
Residential Rental Accommodation (Long-Term),VERDWELL APARTMENT,8800 - 99 STREET NW,007342363-001,Issued,"Jan 10, 2024","Jan 21, 2025",,5480,Strathcona,papastew,53.523785,-113.486930,"(53.523785031120084, -113.48692960968977)",1,POINT (-113.48692960968977 53.523785031120084)
"Construction, Contracting, and Labour Service",BUTLER PLUMBING HEATING & GASFITTING,4260 - 93 STREET NW,076461778-001,Issued,"Aug 08, 2024","Aug 09, 2025",,6700,Strathcona Industrial Park,Karhiio,53.480513,-113.473052,"(53.48051303202688, -113.47305162726404)",1,POINT (-113.47305162726404 53.48051303202688)
Retail Sales (Minor),ORIGINAL CELLPHONE FIX LTD.,"158, 9450 - 137 AVENUE NW",305952821-002,Issued,"Jan 16, 2023","Feb 26, 2025",,2580,Northmount,tastawiyiniwak,53.600627,-113.488248,"(53.60062702675766, -113.48824808359781)",1,POINT (-113.48824808359781 53.60062702675766)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",SMITTY'S RESTAURANT,"211, 2331 - 66 STREET NW",007267773-001,Issued,"Mar 13, 2023","Mar 16, 2025",,6520,Mill Woods Town Centre,Karhiio,53.455763,-113.430266,"(53.45576302841539, -113.4302656451042)",1,POINT (-113.4302656451042 53.45576302841539)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",PANINI'S ITALIAN CUCINA,8544 - JASPER AVENUE NW,224081135-002,Issued,"Jun 14, 2024","Jul 12, 2025",,1020,Boyle Street,O-day'min,53.555384,-113.471805,"(53.55538402745959, -113.4718051024909)",1,POINT (-113.4718051024909 53.55538402745959)
"Wholesale, Warehouse, and Storage",WHITERIDGE,7103 - 67 STREET NW,162727658-001,Issued,"Dec 21, 2023","Jan 28, 2025",,6160,Davies Industrial East,Métis,53.507198,-113.428848,"(53.507198025198164, -113.42884812826338)",1,POINT (-113.42884812826338 53.507198025198164)
Travelling or Temporary Sales,EDMONTON VENDING #68009,11690 - 147 STREET NW,302749129-002,Issued,"Jan 02, 2024","Feb 10, 2025",,3230,Huff Bremner Estate Industrial,Anirniq,53.569109,-113.574306,"(53.56910903885518, -113.57430607491456)",1,POINT (-113.57430607491456 53.56910903885518)
Cannabis Retail Sales,THE CANNABIS HOUSE,6964 - 76 AVENUE NW,287374253-006,Issued,"Nov 15, 2023","Dec 28, 2025",,6260,Girard Industrial,Métis,53.512922,-113.435400,"(53.51292202563777, -113.4354001248798)",1,POINT (-113.4354001248798 53.51292202563777)
Personal Service,PLS HURT ME,"104, 10722 - 103 AVENUE NW",309796923-002,Issued,"Feb 07, 2024","Mar 12, 2026",Downtown,1090,Downtown,O-day'min,53.544854,-113.506055,"(53.5448540321537, -113.50605459834381)",1,POINT (-113.50605459834381 53.5448540321537)
"Construction, Contracting, and Labour Service",NORDIC MECHANICAL,7798 - 16 STREET NW,146860907-001,Issued,"Dec 28, 2023","Jan 14, 2025",,6690,Southeast Industrial,Sspomitapi,53.514767,-113.368202,"(53.51476701754852, -113.36820163935332)",1,POINT (-113.36820163935332 53.51476701754852)
"Construction, Contracting, and Labour Service",PARALLEL PLUMBING & GAS FITTING LTD,,180092954-002,Issued,"Feb 21, 2024","Jan 11, 2025",,,,,,,,1,
Residential Rental Accommodation (Long-Term),FOUR PLEXES,"1, 10440 - 124 STREET NW",007265848-001,Issued,"Feb 06, 2024","Jan 03, 2025",124 Street and Area,3440,Westmount,O-day'min,53.547473,-113.536430,"(53.547473035614104, -113.5364295906607)",1,POINT (-113.5364295906607 53.547473035614104)
Administration Office / Professional Service,PATHFINDER IMMIGRATION BUSINESS CONSULTING,9824 - 47 AVENUE NW,101949052-002,Issued,"Oct 12, 2023","Oct 23, 2024",,6560,Papaschase Industrial,Karhiio,53.485616,-113.482700,"(53.48561603287091, -113.48269962339914)",1,POINT (-113.48269962339914 53.48561603287091)
Residential Rental Accommodation (Long-Term),CAPITAL BUILDERS LTD,5912 - 113A STREET NW,007263566-001,Issued,"Jan 17, 2024","Dec 31, 2024",,5270,Lendrum Place,papastew,53.496686,-113.525580,"(53.49668603731246, -113.52558011009909)",1,POINT (-113.52558011009909 53.49668603731246)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",MUMBAI DAKAR,4322 - 118 AVENUE NW,310368047-002,Issued,"Jun 24, 2024","Jun 15, 2025",Beverly,2040,Beacon Heights,Métis,53.570630,-113.408886,"(53.57063001907777, -113.408886111502)",1,POINT (-113.408886111502 53.57063001907777)
Manufacturer,THE FINISH LINE,10540 - 123 STREET NW,131503051-001,Issued,"Nov 14, 2023","Dec 04, 2024",124 Street and Area,3440,Westmount,O-day'min,53.548958,-113.534625,"(53.548958035312154, -113.53462509056654)",1,POINT (-113.53462509056654 53.548958035312154)
Residential Rental Accommodation (Long-Term),GUY PAGLIUSO,10256 - 95 STREET NW,275730505-002,Issued,"Mar 10, 2024","Apr 10, 2025",Downtown,1020,Boyle Street,O-day'min,53.546573,-113.479932,"(53.54657302894512, -113.47993210362333)",1,POINT (-113.47993210362333 53.54657302894512)
